Timestamp (seconds),Speed (km/h),Latitude coordinate (degrees),Longitude coordinate (degrees),Altitude (meters),Vertical accuracy (degrees),Horizontal accuracy (degrees),Course (degrees),Difcourse: course variation (degrees),Boolean of system activated (1 if >50km/h),Acceleration in X (Gs),Acceleration in Y (Gs),Acceleration in Z (Gs),Acceleration in X filtered by KF (Gs),Acceleration in Y filtered by KF (Gs),Acceleration in Z filtered by KF (Gs),Roll (degrees),Pitch (degrees),Yaw (degrees),X: car position relative to lane center (meters),Phi: car angle relative to lane curvature (degrees),W: road width (meters),"State of the lane det. algorithm [-1=calibrating, 0=initializing, 1=undetected, 2=detected/running]",Distance to ahead vehicle in current lane (meters) [value -1 means no car is detected in front],Time of impact to ahead vehicle (seconds) [distance related to own speed],Number of detected vehicles in this frame (traffic),GPS speed (km/h) [same as in RAW GPS],Maximum allowed speed of current road (km/h),"Reliability of obtained maxspeed (0=unknown, 1=reliable, 2=used previously obtained maxspeed,3=estimated by type of road)","Type of road (1, trunk, secondary...)",Number of lanes in current road,"Estimated current lane (1=right lane, 2=first left lane, 3=second left lane, etc) [experimental]",GPS Latitude used to query OSM (degrees),GPS Longitude used to query OSM (degrees),OSM delay to answer query (seconds),GPS speed (km/h) [same as in RAW GPS]],Behavior
18.8,73.5,40.514317,-3.405716,614.6,4,5,325.9,0.352,1,-0.012,0.018,-0.054,-0.019,0.015,-0.047,-1.574,-0.004,0.075,0.564,0.071,3.238,2,-1,-1,1,73.5,60,1,0,2,2,40.514164,-3.405576,0.951,71.4,0
19.82,73.5,40.514465,-3.405856,614.3,4,5,325.9,0.352,1,-0.053,0.014,-0.008,-0.014,0.021,-0.017,-1.564,0.001,0.062,0.324,0.086,3.303,2,29.45,1.44,1,73.5,60,1,0,2,2,40.514317,-3.405716,1.18,73.5,0
20.8,73.8,40.514614,-3.405996,614.3,4,5,326.2,0.352,1,-0.065,0.002,-0.003,-0.075,-0.012,0,-1.587,-0.028,0.054,0.312,0.071,3.152,2,31.1,1.52,1,73.8,60,1,0,2,2,40.514317,-3.405716,1.18,73.5,0
21.83,75.7,40.514771,-3.406132,613.9,4,5,327,1.055,1,0.002,-0.043,0.001,0,-0.032,0.001,-1.593,-0.031,0.058,0.223,0.022,3.153,2,30.95,1.47,1,75.7,60,1,0,2,2,40.514614,-3.405996,0.935,73.8,0
22.88,78,40.515102,-3.406422,614.5,4,5,324.5,0.352,1,-0.005,-0.081,0.006,-0.012,-0.063,-0.006,-1.588,-0.003,0.098,-0.162,-0.066,3.352,2,33.71,1.58,1,76.8,60,1,0,2,2,40.514771,-3.406132,0.942,75.7,0
23.89,78.3,40.515263,-3.406583,615.2,4,5,322,2.461,1,0.032,-0.025,0.002,0.029,-0.008,-0.004,-1.588,0.017,0.144,-0.262,0.027,3.246,2,37.3,1.72,1,78,100,1,0,1,2,40.514942,-3.406273,1.784,78.3,0
24.89,79.2,40.515411,-3.406743,615.5,4,5,320.6,4.57,1,0.003,0.083,-0.001,0,0.102,0.002,-1.592,0.005,0.153,0,0.139,3.097,2,31.14,1.43,1,78.3,100,1,0,1,2,40.514942,-3.406273,1.784,78.3,0
25.82,79.2,40.515411,-3.406743,615.5,4,5,320.6,3.867,1,-0.044,0.09,0.001,-0.045,0.087,0.006,-1.596,-0.04,0.127,0.44,0.176,3.025,2,30.92,1.41,1,79.2,100,1,0,1,2,40.514942,-3.406273,1.784,78.3,0
26.82,80.1,40.515564,-3.406911,615.8,4,5,322,1.406,1,0.078,0.031,0.013,0.017,0.053,0.009,-1.598,-0.077,0.067,0.474,0.08,2.735,2,28.54,1.28,1,80.1,100,1,0,1,2,40.514942,-3.406273,1.784,78.3,0
27.82,80.5,40.515736,-3.407051,616.4,4,5,325.2,4.57,1,-0.018,-0.01,0.047,-0.016,-0.016,0.034,-1.603,-0.067,0.039,0.141,-0.013,2.76,2,30.42,1.36,1,80.5,100,1,0,1,2,40.514942,-3.406273,1.784,78.3,0
28.81,82,40.515903,-3.4072,617.1,4,5,326.2,4.219,1,-0.048,-0.036,0.039,-0.023,-0.024,0.034,-1.629,-0.059,0.03,-0.162,0.03,2.685,2,-1,-1,1,82,100,1,0,1,2,40.515263,-3.406583,7.066,92.7,0
29.84,84.4,40.51609,-3.40734,617.5,6,5,327,1.758,1,-0.076,-0.059,0.033,-0.058,-0.062,0.02,-1.656,-0.022,0.038,-0.333,0.023,2.637,2,-1,-1,1,84.4,100,1,0,1,2,40.515263,-3.406583,7.066,92.7,0
30.83,86.1,40.516262,-3.407491,618.5,6,5,326.2,0.703,1,0.004,0.025,-0.004,0.005,0.013,-0.014,-1.656,0.008,0.067,-0.809,-0.004,2.641,2,61.41,2.57,2,86.1,100,1,0,1,2,40.515263,-3.406583,7.066,92.7,0
31.82,92.7,40.516453,-3.407653,619,6,5,327.7,1.406,1,-0.041,0.007,-0.005,-0.033,0.013,-0.01,-1.648,-0.009,0.077,0,0,3.367,0,59.81,2.32,2,92.7,100,1,0,1,2,40.515263,-3.406583,7.066,92.7,0
32.81,94.6,40.516651,-3.407831,620,6,5,324.8,2.812,1,0.008,0.029,-0.025,0.006,0.022,-0.012,-1.642,-0.032,0.077,0.646,0.064,2.799,2,28.2,1.07,2,94.6,100,1,0,2,2,40.516651,-3.407831,0.597,94.6,0
33.9,99.2,40.51704,-3.408188,620.8,6,5,325.2,3.164,1,0.019,0.012,-0.072,0.009,0.006,-0.079,-1.593,-0.043,0.076,0.283,-0.036,2.89,2,28.21,1.04,2,97.4,100,1,0,2,2,40.516651,-3.407831,0.597,94.6,0
34.85,99.2,40.51704,-3.408188,620.8,6,5,325.2,0.703,1,0.012,-0.009,0.01,-0.001,-0.014,0.013,-1.582,-0.04,0.076,-0.01,0.006,2.876,2,26.84,0.97,2,99.2,100,1,0,2,2,40.516838,-3.408005,0.944,99.2,0
35.83,98.7,40.517246,-3.408372,621.5,6,5,325.5,1.055,1,-0.011,-0.043,0.008,0.012,-0.023,0.013,-1.59,0.001,0.096,-0.304,-0.012,2.906,2,24.05,0.88,2,98.7,100,1,0,2,2,40.51704,-3.408188,1.148,98.7,0
36.82,99.8,40.517445,-3.408561,621.7,6,5,324.5,1.055,1,-0.063,0.007,0.001,-0.017,-0.006,0.004,-1.594,0.015,0.119,-0.8,-0.105,3.002,2,-1,-1,2,99.8,100,1,0,2,2,40.51704,-3.408188,1.148,98.7,0
37.85,101.1,40.517643,-3.408758,622.4,6,5,323.4,2.109,1,0.024,0.029,-0.001,0.035,0.037,0.001,-1.601,-0.025,0.119,-0.15,-0.055,2.865,2,17.16,0.61,1,101.1,100,1,0,2,2,40.51704,-3.408188,1.148,98.7,0
38.9,104.7,40.518063,-3.409169,623.1,6,5,323.8,2.109,1,-0.028,0.046,-0.008,-0.025,0.038,-0.006,-1.601,-0.029,0.113,0,0,3.309,0,-1,-1,1,103.4,100,1,0,2,2,40.51704,-3.408188,1.148,98.7,0
39.81,104.7,40.518063,-3.409169,623.1,6,5,323.8,1.406,1,0.033,0.032,0.021,0.01,0.015,0.014,-1.603,-0.025,0.106,0.313,0.046,2.756,2,-1,-1,1,104.7,100,1,0,2,2,40.517445,-3.408561,5.52,107.1,0
40.8,106.3,40.518272,-3.409384,623.6,6,5,324.1,1.758,1,-0.024,-0.076,-0.003,-0.039,-0.071,-0.001,-1.599,-0.009,0.102,0.253,0.039,2.81,2,-1,-1,1,106.3,100,1,0,2,2,40.517445,-3.408561,5.52,107.1,0
41.81,107.1,40.51849,-3.409592,623.9,6,5,324.5,0.703,1,0.028,0.018,-0.004,0.018,0.008,-0.005,-1.597,0.015,0.106,0.071,0.051,2.823,2,-1,-1,1,107.1,100,1,0,2,2,40.517445,-3.408561,5.52,107.1,0
42.81,108.7,40.518681,-3.409816,624.6,6,5,324.1,0.352,1,0.057,0.023,0.009,0.032,0.019,0.003,-1.594,0.001,0.099,-0.02,0.066,2.711,2,-1,-1,0,108.7,100,1,0,2,2,40.517445,-3.408561,5.52,107.1,0
43.8,109.3,40.518906,-3.410023,625,6,5,324.1,0.352,1,-0.059,-0.002,0.011,-0.023,0.006,0.003,-1.584,-0.012,0.091,-0.03,0.081,2.821,2,-1,-1,0,109.3,100,1,0,3,3,40.518681,-3.409816,1.576,109.3,0
44.8,109.9,40.519127,-3.410235,625.3,6,5,324.5,0.352,1,0.043,-0.002,-0.001,0,-0.015,-0.009,-1.577,-0.007,0.086,0,0.077,2.883,2,-1,-1,0,109.9,100,1,0,3,3,40.518681,-3.409816,1.576,109.3,0
45.8,110.5,40.519344,-3.410446,626.1,6,5,324.8,0.703,1,0.005,0.004,-0.015,-0.011,-0.01,-0.008,-1.573,-0.008,0.086,0.122,0.081,2.886,2,-1,-1,0,110.5,100,1,0,3,3,40.518681,-3.409816,1.576,109.3,0
46.81,114.8,40.519577,-3.41066,626,6,5,325.2,0.703,1,0.025,0.026,-0.007,-0.007,-0.013,-0.001,-1.566,-0.003,0.089,0.192,0.075,2.906,2,-1,-1,1,114.8,100,1,0,3,3,40.519127,-3.410235,2.947,114.8,0
47.8,111.2,40.519798,-3.410874,626.5,6,5,324.5,0.703,1,-0.016,0.025,-0.001,-0.038,0.01,-0.004,-1.559,-0.005,0.09,0.131,0.077,2.872,2,-1,-1,1,111.2,100,1,0,3,3,40.519127,-3.410235,2.947,114.8,0
48.83,110.9,40.52002,-3.411085,627.1,6,5,324.5,0.703,1,-0.044,0.006,0.004,-0.02,0.023,0.002,-1.56,-0.04,0.074,0.275,0.083,2.984,2,-1,-1,0,110.9,100,1,0,3,3,40.519798,-3.410874,1.976,110.9,0
49.8,112.3,40.520237,-3.411296,627.3,6,5,325.2,0.703,1,0.01,-0.011,0.004,0.034,-0.015,0.011,-1.564,-0.044,0.06,0.722,0.128,2.858,2,-1,-1,0,112.3,100,1,0,3,3,40.519798,-3.410874,1.976,110.9,0
50.85,110.9,40.520458,-3.411503,627.5,6,5,325.9,1.406,1,0.011,-0.029,0.005,0.068,-0.03,-0.004,-1.57,-0.018,0.058,0,0,3.199,0,-1,-1,0,110.9,100,1,0,3,3,40.519798,-3.410874,1.976,110.9,0
51.81,111.1,40.520683,-3.411703,627.7,6,5,326.2,1.055,1,-0.057,-0.065,-0.045,-0.011,-0.063,-0.047,-1.553,0.006,0.067,0,0,3.194,0,-1,-1,0,111.1,100,1,0,3,3,40.519798,-3.410874,1.976,110.9,0
52.8,110.4,40.520901,-3.411905,628.2,6,5,326.2,0.352,1,0.039,-0.018,0.001,-0.013,-0.021,-0.008,-1.541,0.032,0.082,-0.224,0.035,2.952,2,-1,-1,0,110.4,100,1,0,3,3,40.519798,-3.410874,1.976,110.9,0
53.8,109.1,40.52113,-3.412107,628.3,6,5,325.2,1.055,1,0.094,0.013,0.027,0.027,-0.001,0.015,-1.536,0.02,0.088,-0.112,0.083,2.947,2,-1,-1,0,109.1,100,1,0,2,2,40.520237,-3.411297,7.046,106.9,0
54.8,107.2,40.521347,-3.412303,628.7,6,5,324.8,1.406,1,-0.019,0.004,0.041,-0.004,0.014,0.03,-1.547,0.012,0.09,-0.03,0.141,2.864,2,-1,-1,0,107.2,100,1,0,2,2,40.520237,-3.411297,7.046,106.9,0
55.8,106.9,40.521572,-3.412506,629.4,6,5,325.2,0.352,1,-0.023,0.004,0.017,-0.018,0.003,0.01,-1.566,0.012,0.09,0.1,0.048,2.795,2,-1,-1,0,106.9,100,1,0,2,2,40.520237,-3.411297,7.046,106.9,0
56.9,107.5,40.522015,-3.412914,630.9,6,5,324.8,0.352,1,-0.02,-0.006,-0.007,-0.019,-0.01,0,-1.578,0.017,0.096,0.211,0.019,2.913,2,-1,-1,0,106.4,100,1,0,2,2,40.520237,-3.411297,7.046,106.9,0
57.81,107.5,40.522015,-3.412914,630.9,6,5,324.8,0.352,1,-0.081,-0.038,-0.01,-0.066,-0.028,-0.016,-1.583,0.015,0.102,0.294,0.054,2.856,2,-1,-1,0,107.5,100,1,0,2,2,40.522015,-3.412915,0.692,107.5,0
58.81,107.5,40.522232,-3.413118,631.5,6,5,324.8,0,1,-0.079,-0.035,-0.026,-0.051,-0.027,-0.005,-1.589,0.006,0.115,0.242,0.037,2.85,2,-1,-1,0,107.5,100,1,0,2,2,40.522015,-3.412915,0.692,107.5,0
59.87,104.5,40.522457,-3.413284,632.6,6,5,328.4,3.516,1,0.024,-0.038,-0.008,0,-0.058,-0.003,-1.592,0.036,0.15,0.121,0.014,2.898,2,-1,-1,0,104.5,100,1,0,2,2,40.522232,-3.413118,1.052,107.5,0
60.84,107.5,40.522667,-3.413532,633.5,6,5,322,6.328,1,-0.032,-0.034,-0.035,-0.026,-0.02,-0.022,-1.589,0.044,0.187,0.02,0,2.862,2,-1,-1,0,107.5,100,1,0,2,2,40.522232,-3.413118,1.052,107.5,0
61.81,107.6,40.522877,-3.413747,634.3,6,5,320.3,8.086,1,0.044,-0.002,-0.004,0.019,-0.018,-0.001,-1.582,0.031,0.226,-0.111,0.017,2.876,2,-1,-1,0,107.6,100,1,0,2,2,40.522667,-3.413532,1.106,107.6,0
62.83,107.6,40.523075,-3.413988,635.7,6,5,318.2,3.867,1,-0.03,0.002,-0.002,-0.083,-0.001,0.007,-1.58,0.036,0.265,-0.221,0.032,2.976,2,-1,-1,0,107.6,100,1,0,2,2,40.522667,-3.413532,1.106,107.6,0
63.82,107.3,40.52327,-3.414233,636.8,6,5,315,5.273,1,-0.009,-0.029,0.006,0.008,-0.008,0.014,-1.584,0.026,0.299,-0.252,0.004,2.872,2,-1,-1,0,107.3,100,1,0,2,2,40.522667,-3.413532,1.106,107.6,0
64.83,107.7,40.523457,-3.414495,637.8,6,5,312.9,5.273,1,0.024,0.004,0.032,0.001,-0.005,0.016,-1.583,0.032,0.337,-0.243,0.044,2.869,2,-1,-1,0,107.7,100,1,0,2,2,40.522667,-3.413532,1.106,107.6,0
65.86,107.3,40.523636,-3.414755,639.3,6,5,310.1,4.922,1,0.024,-0.047,0.029,0.022,-0.01,0.012,-1.591,0.031,0.372,-0.334,0.045,2.817,2,-1,-1,1,107.3,100,1,0,2,2,40.523075,-3.413988,6.334,108.3,0
66.83,108.8,40.523804,-3.415022,639.8,6,5,307.6,5.273,1,0.001,0.005,-0.04,0.003,-0.006,-0.005,-1.593,0.047,0.406,-0.283,0.047,2.918,2,-1,-1,1,108.8,100,1,0,2,2,40.523075,-3.413988,6.334,108.3,0
67.82,110.1,40.523956,-3.415304,641,6,5,306.2,3.867,1,0.001,0.039,-0.049,-0.008,0.046,-0.045,-1.552,0.03,0.43,-0.414,0.009,2.856,2,-1,-1,1,110.1,100,1,0,2,2,40.523075,-3.413988,6.334,108.3,0
68.8,108.3,40.52412,-3.415602,642.1,6,5,303,4.57,1,0.038,0.006,-0.022,-0.011,0.003,-0.017,-1.519,0.024,0.451,-0.383,0.022,2.931,2,134.15,4.46,1,108.3,100,1,0,2,2,40.523075,-3.413988,6.334,108.3,0
69.81,106.2,40.524269,-3.415896,641.6,6,5,300.6,5.625,1,-0.044,-0.003,-0.007,-0.033,0.015,-0.013,-1.506,0.022,0.472,-0.242,0.068,2.909,2,83.47,2.83,1,106.2,100,1,0,2,2,40.523075,-3.413988,6.334,108.3,0
70.84,104.4,40.524403,-3.416199,641.8,6,5,298.5,4.57,1,0.018,-0.002,-0.005,0.02,-0.009,-0.007,-1.5,0.03,0.496,-0.131,0.078,2.944,2,47.12,1.63,1,104.4,100,1,0,2,2,40.524269,-3.415896,1.315,104.4,0
71.92,101.3,40.524624,-3.416811,641.6,6,5,293.6,4.219,1,0.012,-0.001,-0.009,0.005,0.011,-0.009,-1.495,0.035,0.523,-0.112,0.037,2.893,2,32.73,1.14,1,103,100,1,0,2,2,40.524269,-3.415896,1.315,104.4,0
72.84,101.3,40.524624,-3.416811,641.6,6,5,293.6,4.922,1,0.039,0.035,0.016,0.018,0.037,0.014,-1.491,0.025,0.541,-0.201,-0.001,2.561,1,27.93,0.99,1,101.3,100,1,0,2,2,40.524529,-3.416514,1.265,101.3,0
73.82,99.7,40.524719,-3.417124,641.1,6,5,290.7,5.625,1,0.079,-0.003,0.026,0.003,0.014,0.027,-1.494,0.035,0.547,-0.227,0.022,2.565,1,-1,-1,1,99.7,100,1,0,2,2,40.524529,-3.416514,1.265,101.3,0
74.84,99.1,40.524803,-3.417439,640.5,6,5,289.3,4.219,1,-0.023,0.068,0.011,0.02,0.063,0.007,-1.503,0.035,0.546,-0.242,-0.004,2.615,1,30.44,1.11,1,99.1,100,1,0,2,2,40.524719,-3.417125,0.992,99.7,0
75.82,98.6,40.524868,-3.417746,639.4,6,5,287.9,2.812,1,0.016,0.031,0.006,0.017,0.043,0.018,-1.508,0.013,0.528,-0.071,0.073,2.971,2,25.69,0.94,1,98.6,100,1,0,2,2,40.524719,-3.417125,0.992,99.7,0
76.81,98.1,40.52494,-3.418057,638.9,6,5,287.2,2.109,1,0.031,0.08,-0.018,0.014,0.057,-0.017,-1.502,0.013,0.514,0.04,0.072,2.935,2,19.42,0.71,1,98.1,100,1,0,2,2,40.524719,-3.417125,0.992,99.7,0
77.81,97.9,40.524998,-3.418366,638.4,4,5,285.8,2.109,1,-0.016,0.039,-0.006,-0.003,0.032,-0.01,-1.494,0.019,0.481,0.193,0.082,2.883,2,-1,-1,1,97.9,100,1,0,2,2,40.524719,-3.417125,0.992,99.7,0
78.8,96.1,40.525063,-3.418669,636.8,4,5,286.2,1.055,1,0.011,0.017,0.001,0.009,0.025,0.015,-1.493,0.025,0.454,0.414,0.057,2.97,2,13.8,0.52,1,96.1,100,1,0,2,2,40.524719,-3.417125,0.992,99.7,0
79.82,95.7,40.525131,-3.418975,635.1,4,5,286.2,0.352,1,-0.003,0.049,-0.051,-0.02,0.03,-0.046,-1.473,0.013,0.422,0.595,0.089,3.062,2,15.03,0.57,1,95.7,100,1,0,2,2,40.524719,-3.417125,0.992,99.7,0
80.8,94.9,40.525196,-3.419267,633.8,6,5,286.5,0.352,1,-0.016,0.045,0.023,-0.015,0.022,0.025,-1.491,0,0.384,0.804,0.075,3.029,2,14.79,0.56,1,94.9,100,1,0,2,2,40.524719,-3.417125,0.992,99.7,0
81.8,93.1,40.525257,-3.419561,632.5,6,5,287.2,1.055,1,0.052,0.073,-0.042,-0.016,0.06,-0.026,-1.506,-0.014,0.338,0.884,0.057,3.003,2,13.78,0.53,1,93.1,100,1,0,2,2,40.524719,-3.417125,0.992,99.7,0
82.82,92.1,40.525326,-3.419853,631.9,6,5,288.3,1.758,1,0,0.014,0.023,-0.026,0.022,0.015,-1.492,-0.038,0.274,0.964,0.047,3.074,2,13.85,0.54,1,92.1,100,1,0,2,2,40.524803,-3.41744,14.398,87.5,0
83.89,89.3,40.52549,-3.420415,630.5,6,5,292.1,4.219,1,-0.051,-0.013,0.018,-0.055,-0.01,0.008,-1.512,-0.009,0.234,1.05,0.001,2.994,2,-1,-1,1,89.9,100,1,0,2,2,40.524803,-3.41744,14.398,87.5,0
84.81,89.3,40.52549,-3.420415,630.5,6,5,292.1,3.867,1,0.009,0.027,-0.008,0.015,0.023,0.002,-1.516,-0.022,0.189,0.928,-0.018,2.872,2,12.28,0.5,1,89.3,100,1,0,2,2,40.524803,-3.41744,14.398,87.5,0
85.88,89,40.525677,-3.420944,629.7,6,5,295.7,2.461,1,-0.038,0.088,0.001,-0.082,0.048,-0.014,-1.526,-0.034,0.151,0.753,0.02,2.985,2,15.83,0.65,1,88.3,100,1,0,2,2,40.524803,-3.41744,14.398,87.5,0
86.92,87.9,40.52578,-3.421197,628.6,6,5,298.1,3.516,1,0.039,0.012,-0.004,-0.001,0.001,-0.004,-1.522,-0.039,0.105,0.878,0.064,3.076,2,13.3,0.54,1,89,100,1,0,2,2,40.524803,-3.41744,14.398,87.5,0
87.82,87.9,40.52578,-3.421197,628.6,6,5,298.1,4.219,1,-0.013,0.06,-0.009,-0.002,0.05,-0.007,-1.522,-0.056,0.05,0.424,-0.055,2.894,2,14.66,0.6,1,87.9,100,1,0,2,2,40.524803,-3.41744,14.398,87.5,0
88.82,87.5,40.52589,-3.421448,628.2,4,5,300.9,5.273,1,-0.031,-0.056,0,-0.035,-0.055,-0.004,-1.524,-0.071,-0.003,0.361,-0.052,2.856,2,12.92,0.53,1,87.5,100,1,0,2,2,40.524803,-3.41744,14.398,87.5,0
89.89,87.1,40.526142,-3.421921,627.3,4,5,304.5,5.625,1,0.004,-0.037,0.001,0.009,-0.03,0.006,-1.522,-0.074,-0.054,0.344,-0.057,2.788,2,11.36,0.47,1,87.7,100,1,0,2,2,40.524803,-3.41744,14.398,87.5,0
90.82,87.1,40.526142,-3.421921,627.3,4,5,304.5,3.516,1,-0.064,-0.054,0.007,-0.058,-0.028,-0.008,-1.522,-0.076,-0.094,0.383,-0.02,2.835,2,13.21,0.55,1,87.1,90,1,0,2,2,40.526012,-3.421687,0.934,87.1,0
91.81,86,40.526268,-3.422138,626.5,6,5,309.7,5.977,1,0.006,-0.051,0.005,-0.006,-0.051,0.006,-1.531,-0.064,-0.13,0.488,0.058,2.999,2,12.74,0.53,1,86,90,1,0,2,2,40.526142,-3.421921,0.853,87.1,0
92.84,85.6,40.526409,-3.422347,626,4,5,312.2,7.734,1,-0.03,-0.019,-0.005,-0.027,-0.034,-0.006,-1.528,-0.04,-0.166,0.453,0.034,2.922,2,15.16,0.64,1,85.6,90,1,0,2,2,40.526268,-3.422138,0.699,86,0
93.82,85.5,40.526566,-3.422556,625.4,4,5,313.9,4.219,1,-0.009,0.003,0.002,-0.004,0,0.004,-1.529,-0.048,-0.202,0.615,0.051,2.896,2,18.31,0.77,1,85.5,90,1,0,2,2,40.526409,-3.422347,1.416,85.5,0
94.84,85,40.526722,-3.422748,625,4,5,316.8,4.57,1,-0.031,-0.047,0.017,-0.016,-0.035,0.011,-1.531,-0.037,-0.22,0.617,0.048,2.88,2,25.01,1.06,1,85,90,1,0,2,2,40.526409,-3.422347,1.416,85.5,0
95.84,84.8,40.526867,-3.422936,623.8,6,5,318.9,4.922,1,-0.031,0.017,0.011,-0.029,-0.006,0.009,-1.535,-0.042,-0.245,0.425,0.038,2.873,2,16.49,0.7,1,84.8,90,1,0,2,2,40.526722,-3.422749,1.971,84.8,0
96.86,86.5,40.527031,-3.423129,623.6,6,5,320.6,3.867,1,0.002,-0.032,0.004,0.003,0.01,0.001,-1.538,-0.05,-0.282,0.365,0.062,2.948,2,15.04,0.63,1,86.5,90,1,0,2,2,40.526722,-3.422749,1.971,84.8,0
97.81,86.3,40.527206,-3.423306,623.4,6,5,322.7,3.867,1,0.005,0.014,-0.008,0.001,0.005,-0.006,-1.537,-0.051,-0.312,0.375,0.062,2.96,2,14.73,0.61,1,86.3,90,1,0,2,2,40.527031,-3.423129,0.688,86.5,0
98.8,86.3,40.527397,-3.423444,622.9,6,5,326.2,5.625,1,-0.03,-0.02,-0.027,-0.027,-0.033,-0.024,-1.537,-0.054,-0.334,0.455,0.056,2.995,2,15.82,0.66,1,86.3,90,1,0,2,2,40.527206,-3.423306,1.152,86.3,0
99.8,86.7,40.527588,-3.423585,622.2,6,5,328,5.273,1,0.007,-0.011,-0.013,0.006,-0.024,-0.013,-1.523,-0.057,-0.351,0.505,0.08,2.909,2,14.56,0.6,1,86.7,90,1,0,2,2,40.527206,-3.423306,1.152,86.3,0
100.8,85.7,40.527779,-3.42373,622,6,5,330.1,3.867,1,-0.002,-0.046,-0.005,-0.008,-0.044,0,-1.525,-0.057,-0.354,0.453,0.028,2.961,2,14.85,0.62,1,85.7,90,1,0,2,2,40.527206,-3.423306,1.152,86.3,0
101.83,85.4,40.527969,-3.423861,621.4,6,5,331.5,3.516,1,-0.001,-0.048,-0.02,-0.012,-0.056,-0.01,-1.523,-0.055,-0.355,0.454,0.042,2.886,2,17.11,0.72,1,85.4,90,1,0,2,2,40.527206,-3.423306,1.152,86.3,0
